VARIABLES="X" "temp" "u" "rho" "H2" "O2" "H2O" "H" "O" "OH" "HO2" "H2O2" "N2"
ZONE I=2 F=POINT
0.0 700.0 2000.0 0.00043505459399922116 0.011607014499544042 0.23030297907614253 0.0 0.0 0.0 0.0 0.0 0.0 0.7580900064243125
1.0 700.0 2000.0 0.00043505459399922116 0.011607014499544042 0.23030297907614253 0.0 0.0 0.0 0.0 0.0 0.0 0.7580900064243125
